Období,Vstup,Výstup,Obrat
25.6.2024,1084400,1078354,2162754
26.6.2024,1075406,1071191,2146597
27.6.2024,1066426,1061470,2127896
28.6.2024,965471,957090,1922561
29.6.2024,484280,476562,960842
30.6.2024,444804,436548,881352
1.7.2024,796962,799957,1596919
2.7.2024,816736,817973,1634709
3.7.2024,801421,802124,1603545
4.7.2024,831050,826844,1657894
5.7.2024,528492,520863,1049355
6.7.2024,458059,449250,907309
7.7.2024,427946,420016,847962
8.7.2024,864396,861324,1725720
9.7.2024,922354,917500,1839854
10.7.2024,906421,900793,1807214
11.7.2024,899583,899312,1798895
12.7.2024,798780,794392,1593172
13.7.2024,514416,507570,1021986
14.7.2024,467610,462721,930331
15.7.2024,891484,890105,1781589
16.7.2024,921390,917633,1839023
17.7.2024,925629,921972,1847601
18.7.2024,918502,914685,1833187
19.7.2024,812341,807293,1619634
20.7.2024,507014,501077,1008091
21.7.2024,462993,458124,921117
22.7.2024,867726,866264,1733990
23.7.2024,926986,922524,1849510
24.7.2024,937125,932958,1870083
25.7.2024,897743,895762,1793505
26.7.2024,791252,786773,1578025
27.7.2024,497254,490846,988100
28.7.2024,459827,451796,911623
29.7.2024,873984,872337,1746321
30.7.2024,915612,913556,1829168
31.7.2024,895777,892850,1788627
1.8.2024,869708,866713,1736421
2.8.2024,767652,763709,1531361
3.8.2024,454227,445040,899267
4.8.2024,393442,384615,778057
5.8.2024,862503,859041,1721544
6.8.2024,922205,918969,1841174
7.8.2024,907843,904509,1812352
8.8.2024,866464,861928,1728392
9.8.2024,799050,793462,1592512
10.8.2024,532884,526237,1059121
11.8.2024,469644,462121,931765
12.8.2024,873512,869122,1742634
13.8.2024,900897,894759,1795656
14.8.2024,900169,897898,1798067
15.8.2024,893962,888032,1781994
16.8.2024,808849,804808,1613657
17.8.2024,548556,542201,1090757
18.8.2024,459196,451070,910266
19.8.2024,876110,870913,1747023
20.8.2024,937135,931846,1868981
21.8.2024,934183,933758,1867941
22.8.2024,905185,899499,1804684
23.8.2024,807350,797372,1604722
24.8.2024,525663,518666,1044329
25.8.2024,467891,460632,928523
26.8.2024,920822,921059,1841881
27.8.2024,984079,980657,1964736
28.8.2024,984110,982174,1966284
29.8.2024,939833,938390,1878223
30.8.2024,848643,845287,1693930
31.8.2024,536321,532165,1068486
1.9.2024,477905,470160,948065
2.9.2024,1019802,1020610,2040412
3.9.2024,1044539,1044135,2088674
4.9.2024,1048889,1047285,2096174
5.9.2024,1028156,1028022,2056178
6.9.2024,945663,941431,1887094
7.9.2024,580100,569840,1149940
8.9.2024,484205,475073,959278
9.9.2024,1030861,1017675,2048536
10.9.2024,1058730,1061458,2120188
11.9.2024,1056487,1057533,2114020
12.9.2024,1025222,1021873,2047095
13.9.2024,988944,957622,1946566
14.9.2024,480788,472541,953329
15.9.2024,407388,400104,807492
16.9.2024,1007109,1006438,2013547
17.9.2024,1064822,1071216,2136038
18.9.2024,1099300,1105168,2204468
19.9.2024,1055409,1059794,2115203
20.9.2024,996562,999034,1995596
21.9.2024,632494,628143,1260637
22.9.2024,523335,518755,1042090
23.9.2024,1051879,1055247,2107126
24.9.2024,1077386,1080928,2158314
25.9.2024,1105504,1112399,2217903
26.9.2024,1065001,1069124,2134125
27.9.2024,1013108,1017028,2030136
28.9.2024,508982,507262,1016244
29.9.2024,511506,508411,1019917
30.9.2024,1048910,1057890,2106800
1.10.2024,1088444,1097592,2186036
2.10.2024,1103522,1105962,2209484
3.10.2024,1090697,1096824,2187521
4.10.2024,1015195,1024460,2039655
5.10.2024,595086,593363,1188449
6.10.2024,495804,494456,990260
7.10.2024,1037425,1044518,2081943
8.10.2024,1095441,1105097,2200538
9.10.2024,1119640,1127918,2247558
10.10.2024,1095580,1103533,2199113
11.10.2024,1026898,1027193,2054091
12.10.2024,613575,614474,1228049
13.10.2024,505940,506052,1011992
14.10.2024,1066099,1073448,2139547
15.10.2024,1128254,1134380,2262634
16.10.2024,1144212,1152478,2296690
17.10.2024,1121666,1131429,2253095
18.10.2024,1017702,1020370,2038072
19.10.2024,611341,606780,1218121
20.10.2024,509317,505424,1014741
21.10.2024,1064197,1072661,2136858
22.10.2024,1117108,1125712,2242820
23.10.2024,1118884,1125259,2244143
24.10.2024,1106233,1110802,2217035
25.10.2024,996047,999866,1995913
26.10.2024,501541,496722,998263
27.10.2024,455174,451079,906253
28.10.2024,435005,430309,865314
29.10.2024,995309,993710,1989019
30.10.2024,1025613,1029980,2055593
31.10.2024,1059974,1063890,2123864
1.11.2024,994066,996787,1990853
2.11.2024,599918,599601,1199519
3.11.2024,486378,484093,970471
4.11.2024,1056202,1065236,2121438
5.11.2024,1097409,1106401,2203810
6.11.2024,1114891,1123116,2238007
7.11.2024,1086722,1095198,2181920
8.11.2024,1037397,1042737,2080134
9.11.2024,581638,580209,1161847
10.11.2024,468706,468162,936868
11.11.2024,1070112,1081959,2152071
12.11.2024,1112023,1119855,2231878
13.11.2024,1130785,1139822,2270607
14.11.2024,1108587,1121000,2229587
15.11.2024,1029050,1036282,2065332
16.11.2024,607366,605734,1213100
17.11.2024,559031,557894,1116925
18.11.2024,1054769,1064498,2119267
19.11.2024,1096419,1103166,2199585
20.11.2024,1123594,1134157,2257751
21.11.2024,1129132,1139063,2268195
22.11.2024,1073107,1082790,2155897
23.11.2024,596030,599157,1195187
24.11.2024,483048,483078,966126
25.11.2024,1061448,1069891,2131339
26.11.2024,1109976,1115630,2225606
27.11.2024,1130307,1142238,2272545
28.11.2024,1104292,1113411,2217703
29.11.2024,1053774,1062466,2116240
30.11.2024,664660,663446,1328106
1.12.2024,526897,527381,1054278
2.12.2024,1085390,1095855,2181245
3.12.2024,1139913,1147249,2287162
4.12.2024,1155687,1167882,2323569
5.12.2024,1139880,1151425,2291305
6.12.2024,1054539,1052811,2107350
7.12.2024,716856,717880,1434736
8.12.2024,537869,537718,1075587
9.12.2024,1099532,1111121,2210653
10.12.2024,1155474,1161493,2316967
11.12.2024,1176475,1189859,2366334
12.12.2024,1170364,1183379,2353743
13.12.2024,1090502,1099899,2190401
14.12.2024,704350,705027,1409377
15.12.2024,573307,574408,1147715
16.12.2024,1118823,1128602,2247425
17.12.2024,1158904,1168927,2327831
18.12.2024,1184088,1196155,2380243
19.12.2024,1167141,1178251,2345392
20.12.2024,1073013,1081938,2154951
21.12.2024,639272,636457,1275729
22.12.2024,546892,545923,1092815
23.12.2024,663599,666460,1330059
24.12.2024,303541,303274,606815
25.12.2024,322786,319819,642605
26.12.2024,380868,377011,757879
27.12.2024,622938,621302,1244240
28.12.2024,523477,520433,1043910
29.12.2024,487389,485151,972540
30.12.2024,695037,698655,1393692
31.12.2024,564585,566167,1130752
1.1.2025,300014,298111,598125
2.1.2025,719833,718656,1438489
3.1.2025,769089,771330,1540419
4.1.2025,493139,490935,984074
5.1.2025,417147,415198,832345
6.1.2025,976699,979135,1955834
7.1.2025,985249,983032,1968281
8.1.2025,988934,990639,1979573
9.1.2025,981096,984722,1965818
10.1.2025,909598,914761,1824359
11.1.2025,459948,456734,916682
12.1.2025,382419,379760,762179
13.1.2025,956582,965792,1922374
14.1.2025,991239,996177,1987416
15.1.2025,986658,992435,1979093
16.1.2025,971509,974953,1946462
17.1.2025,896624,897346,1793970
18.1.2025,495925,490367,986292
19.1.2025,417058,413424,830482
20.1.2025,943337,946654,1889991
21.1.2025,972866,973502,1946368
22.1.2025,996470,996511,1992981
23.1.2025,962480,964844,1927324
24.1.2025,876344,879015,1755359
25.1.2025,496650,491306,987956
26.1.2025,405618,401554,807172
27.1.2025,921968,923516,1845484
28.1.2025,958888,960778,1919666
29.1.2025,963574,966639,1930213
30.1.2025,960913,962787,1923700
31.1.2025,807578,807089,1614667
1.2.2025,443607,436651,880258
2.2.2025,362495,358360,720855
3.2.2025,931947,936350,1868297
4.2.2025,969043,971966,1941009
5.2.2025,975611,977704,1953315
6.2.2025,955696,958911,1914607
7.2.2025,884322,885475,1769797
8.2.2025,508153,502816,1010969
9.2.2025,438139,434108,872247
10.2.2025,892340,895552,1787892
11.2.2025,923132,928213,1851345
12.2.2025,933222,936570,1869792
13.2.2025,921217,920716,1841933
14.2.2025,878166,878069,1756235
15.2.2025,514852,510349,1025201
16.2.2025,439771,433701,873472
17.2.2025,926771,926494,1853265
18.2.2025,958302,960463,1918765
19.2.2025,970943,974728,1945671
20.2.2025,949912,955149,1905061
21.2.2025,868400,871292,1739692
22.2.2025,528356,523473,1051829
23.2.2025,456379,452398,908777
24.2.2025,1008059,1011697,2019756
25.2.2025,1059972,1061682,2121654
26.2.2025,1061079,1064158,2125237
27.2.2025,1047562,1046656,2094218
28.2.2025,958196,957788,1915984
1.3.2025,522310,515324,1037634
2.3.2025,453020,448130,901150
3.3.2025,1010777,1012375,2023152
4.3.2025,1051621,1050463,2102084
5.3.2025,1067861,1068453,2136314
6.3.2025,1044519,1046284,2090803
7.3.2025,965888,964257,1930145
8.3.2025,589555,580623,1170178
9.3.2025,470712,461813,932525
10.3.2025,1001739,995645,1997384
11.3.2025,1024840,1017166,2042006
12.3.2025,1058900,1053150,2112050
13.3.2025,1037212,1021978,2059190
14.3.2025,952145,946715,1898860
15.3.2025,565071,558463,1123534
16.3.2025,475678,469102,944780
17.3.2025,1011106,1012446,2023552
18.3.2025,1034998,1034857,2069855
19.3.2025,1053396,1053463,2106859
20.3.2025,1035337,1033540,2068877
21.3.2025,959100,953245,1912345
22.3.2025,578606,567715,1146321
23.3.2025,449458,442790,892248
24.3.2025,998152,993893,1992045
25.3.2025,1052541,1045887,2098428
26.3.2025,1074612,1065823,2140435
27.3.2025,1045385,1040820,2086205
28.3.2025,969204,963540,1932744
29.3.2025,572858,564491,1137349
30.3.2025,476626,468712,945338
31.3.2025,1004299,1000565,2004864
1.4.2025,1055513,1049154,2104667
2.4.2025,1075836,1073637,2149473
3.4.2025,1061687,1059092,2120779
4.4.2025,996160,987125,1983285
5.4.2025,607267,596112,1203379
6.4.2025,457788,451441,909229
7.4.2025,1020478,1020996,2041474
8.4.2025,1060178,1057783,2117961
9.4.2025,1095520,1092457,2187977
10.4.2025,1072307,1069345,2141652
11.4.2025,999634,993281,1992915
12.4.2025,633817,620702,1254519
13.4.2025,532090,520708,1052798
14.4.2025,1061256,1056233,2117489
15.4.2025,1116160,1111524,2227684
16.4.2025,1141702,1131074,2272776
17.4.2025,963897,953649,1917546
18.4.2025,527402,514137,1041539
19.4.2025,510694,500064,1010758
20.4.2025,476935,466252,943187
21.4.2025,382477,376016,758493
22.4.2025,1059628,1052629,2112257
23.4.2025,1115836,1106355,2222191
24.4.2025,1081869,1056728,2138597
25.4.2025,1016849,986160,2003009
26.4.2025,634420,619773,1254193
27.4.2025,498578,488731,987309
28.4.2025,1053664,1046182,2099846
29.4.2025,1104013,1090687,2194700
30.4.2025,1108765,1095910,2204675
1.5.2025,572154,556216,1128370
2.5.2025,857674,842874,1700548
3.5.2025,534912,521548,1056460
4.5.2025,506359,497277,1003636
5.5.2025,1022213,1016492,2038705
6.5.2025,1047851,1040845,2088696
7.5.2025,1057074,1052487,2109561
8.5.2025,509425,501631,1011056
9.5.2025,781762,771914,1553676
10.5.2025,528783,516971,1045754
11.5.2025,463061,450325,913386
12.5.2025,1022799,1009541,2032340
13.5.2025,1055577,1045279,2100856
14.5.2025,1091009,1075704,2166713
15.5.2025,1056110,1045573,2101683
16.5.2025,969195,956453,1925648
17.5.2025,594705,580697,1175402
18.5.2025,494068,481171,975239
19.5.2025,995012,985403,1980415
20.5.2025,1040992,1027532,2068524
21.5.2025,1053611,1042714,2096325
22.5.2025,1019531,1005810,2025341
23.5.2025,949020,939925,1888945
24.5.2025,569120,557824,1126944
25.5.2025,459423,447320,906743
26.5.2025,991470,979796,1971266
27.5.2025,1043420,1032227,2075647
28.5.2025,1055335,1040346,2095681
29.5.2025,1039503,1029051,2068554
30.5.2025,990989,979614,1970603
31.5.2025,707173,692208,1399381
1.6.2025,480199,468990,949189
2.6.2025,1013406,999656,2013062
3.6.2025,1052909,1045737,2098646
4.6.2025,1071217,1065184,2136401
5.6.2025,1032622,1021678,2054300
6.6.2025,958963,951904,1910867
7.6.2025,561826,543176,1105002
8.6.2025,484634,474995,959629
9.6.2025,1114651,1112473,2227124
10.6.2025,1091983,1085075,2177058
11.6.2025,1142202,1144694,2286896
12.6.2025,1046369,1043066,2089435
13.6.2025,956571,949902,1906473
14.6.2025,605215,594136,1199351
15.6.2025,578475,573232,1151707
16.6.2025,1010716,1000409,2011125
17.6.2025,1061369,1058433,2119802
18.6.2025,1092922,1089277,2182199
19.6.2025,1073731,1067754,2141485
20.6.2025,956117,948046,1904163
21.6.2025,569145,560837,1129982
22.6.2025,491267,486458,977725
23.6.2025,1001204,990751,1991955
24.6.2025,1063707,1055779,2119486
25.6.2025,1056712,1053516,2110228
26.6.2025,1135462,1125322,2260784
27.6.2025,950634,938331,1888965
28.6.2025,522494,516096,1038590
29.6.2025,451479,447569,899048
30.6.2025,862585,857878,1720463
1.7.2025,873719,863050,1736769
2.7.2025,855280,843431,1698711
3.7.2025,689328,679939,1369267
4.7.2025,616865,610941,1227806
5.7.2025,391732,389409,781141
6.7.2025,357311,351324,708635
7.7.2025,811058,804049,1615107
8.7.2025,843105,829343,1672448
9.7.2025,862881,858637,1721518
10.7.2025,844436,836515,1680951
11.7.2025,755570,748475,1504045
12.7.2025,457579,447780,905359
13.7.2025,433088,422301,855389
14.7.2025,840387,832151,1672538
