date,den,Tramvaje,Autobusy,Metro,vše
2021-01-01,pátek,245202,207847,409528,862577
2021-01-02,sobota,251485,221251,839243,1311979
2021-01-03,neděle,243140,219564,857702,1320406
2021-01-04,pondělí,496796,445864,492748,1435408
2021-01-05,úterý,484201,439471,451058,1374730
2021-01-06,středa,492332,439127,1095032,2026491
2021-01-07,čtvrtek,486279,438937,1095742,2020958
2021-01-08,pátek,486581,415693,1104242,2006516
2021-01-09,sobota,248398,222932,1094356,1565686
2021-01-10,neděle,246166,219736,1054501,1520403
2021-01-11,pondělí,537011,460817,510968,1508796
2021-01-12,úterý,542000,467233,450025,1459258
2021-01-13,středa,541869,471365,1085249,2098483
2021-01-14,čtvrtek,569082,457392,1110932,2137406
2021-01-15,pátek,515857,430912,1131261,2078030
2021-01-16,sobota,284541,235683,1125744,1645968
2021-01-17,neděle,271000,233617,1065983,1570600
2021-01-18,pondělí,505369,450894,524965,1481228
2021-01-19,úterý,543784,461287,444700,1449771
2021-01-20,středa,565764,485130,1070824,2121718
2021-01-21,čtvrtek,519642,463849,1118099,2101590
2021-01-22,pátek,531011,446607,1126665,2104283
2021-01-23,sobota,282882,242565,1111298,1636745
2021-01-24,neděle,271892,231925,1035785,1539602
2021-01-25,pondělí,560721,475927,519569,1556217
2021-01-26,úterý,497917,452282,450283,1400482
2021-01-27,středa,562105,485540,1067038,2114683
2021-01-28,čtvrtek,526601,466935,1081454,2074990
2021-01-29,pátek,484419,394484,1105365,1984268
2021-01-30,sobota,281053,242770,1098189,1622012
2021-01-31,neděle,280361,237964,959664,1477989
2021-02-01,pondělí,539104,485970,508291,1533365
2021-02-02,úterý,557779,467159,447298,1472236
2021-02-03,středa,539054,473522,1064610,2077186
2021-02-04,čtvrtek,562582,491173,1095438,2149193
2021-02-05,pátek,528983,450438,1104945,2084366
2021-02-06,sobota,281291,245587,1098493,1625371
2021-02-07,neděle,278890,236761,1055625,1571276
2021-02-08,pondělí,536806,496760,564932,1598498
2021-02-09,úterý,552965,481204,475604,1509773
2021-02-10,středa,579534,486670,1035840,2102044
2021-02-11,čtvrtek,568213,470610,1117352,2156175
2021-02-12,pátek,519036,447213,1146410,2112659
2021-02-13,sobota,289767,248380,1146018,1684165
2021-02-14,neděle,284107,243335,1109026,1636468
2021-02-15,pondělí,547620,470548,581420,1599588
2021-02-16,úterý,531083,470367,467225,1468675
2021-02-17,středa,558389,486325,1036925,2081639
2021-02-18,čtvrtek,533103,465226,1078819,2077148
2021-02-19,pátek,510969,446253,1069529,2026751
2021-02-20,sobota,279195,243163,1065654,1588012
2021-02-21,neděle,273810,235274,990909,1499993
2021-02-22,pondělí,529864,457921,563294,1551079
2021-02-23,úterý,544171,455091,461714,1460976
2021-02-24,středa,546470,461255,1077015,2084740
2021-02-25,čtvrtek,524427,448427,1093554,2066408
2021-02-26,pátek,467748,418633,1097024,1983405
2021-02-27,sobota,273235,230628,1078593,1582456
2021-02-28,neděle,272086,228961,1004732,1505779
2021-03-01,pondělí,445075,383286,509568,1337929
2021-03-02,úterý,410421,377333,470382,1258136
2021-03-03,středa,453773,381296,1064874,1899943
2021-03-04,čtvrtek,426299,377236,1081591,1885126
2021-03-05,pátek,407294,364936,1097338,1869568
2021-03-06,sobota,226887,190648,1074309,1491844
2021-03-07,neděle,222538,188667,1023378,1434583
2021-03-08,pondělí,467005,394080,502440,1363525
2021-03-09,úterý,452651,385690,461727,1300068
2021-03-10,středa,478535,408420,1037051,1924006
2021-03-11,čtvrtek,467312,394084,1021603,1882999
2021-03-12,pátek,451550,393638,847459,1692647
2021-03-13,sobota,239268,204210,747202,1190680
2021-03-14,neděle,233656,197042,592863,1023561
2021-03-15,pondělí,455501,401727,232619,1089847
2021-03-16,úterý,461005,400526,179701,1041232
2021-03-17,středa,469339,404296,310903,1184538
2021-03-18,čtvrtek,450620,406407,221786,1078813
2021-03-19,pátek,410459,396130,217571,1024160
2021-03-20,sobota,234670,203204,202030,639904
2021-03-21,neděle,230503,202148,202035,634686
2021-03-22,pondělí,499436,425522,107342,1032300
2021-03-23,úterý,473397,408755,90266,972418
2021-03-24,středa,499311,425855,208524,1133690
2021-03-25,čtvrtek,500812,433788,203661,1138261
2021-03-26,pátek,516790,427410,211925,1156125
2021-03-27,sobota,258395,216894,205661,680950
2021-03-28,neděle,250406,213705,203859,667970
2021-03-29,pondělí,522718,440619,117414,1080751
2021-03-30,úterý,548095,460166,93054,1101315
2021-03-31,středa,594107,468185,218271,1280563
2021-04-01,čtvrtek,573383,469928,211559,1254870
2021-04-02,pátek,297054,234964,221418,753436
2021-04-03,sobota,286692,234093,216763,737548
2021-04-04,neděle,286692,230083,209541,726316
2021-04-05,pondělí,274048,220310,117930,612288
2021-04-06,úterý,490221,428490,107691,1026402
2021-04-07,středa,522072,451147,234847,1208066
2021-04-08,čtvrtek,523860,444640,232646,1201146
2021-04-09,pátek,526312,447514,245077,1218903
2021-04-10,sobota,263156,225574,245451,734181
2021-04-11,neděle,261930,223757,144243,629930
2021-04-12,pondělí,542682,467735,129147,1139564
2021-04-13,úterý,595989,489535,112354,1197878
2021-04-14,středa,611931,501913,95555,1209399
2021-04-15,čtvrtek,592923,494275,249509,1336707
2021-04-16,pátek,526556,458686,267505,1252747
2021-04-17,sobota,305966,250957,264921,821844
2021-04-18,neděle,297995,247138,257537,802670
2021-04-19,pondělí,577024,497921,152258,1227203
2021-04-20,úterý,626897,514625,117112,1258634
2021-04-21,středa,627718,522158,277794,1427670
2021-04-22,čtvrtek,606412,514732,281510,1402654
2021-04-23,pátek,645390,481120,298391,1424901
2021-04-24,sobota,322695,261079,295799,879573
2021-04-25,neděle,313859,257366,284477,855702
2021-04-26,pondělí,621352,532073,162403,1315828
2021-04-27,úterý,646731,537272,149050,1333053
2021-04-28,středa,679611,543292,343867,1566770
2021-04-29,čtvrtek,647601,526528,345575,1519704
2021-04-30,pátek,644071,504599,347590,1496260
2021-05-01,sobota,339806,271646,354292,965744
2021-05-02,neděle,323801,268636,201545,793982
2021-05-03,pondělí,678821,547457,176162,1402440
2021-05-04,úterý,654875,548072,160903,1363850
2021-05-05,středa,676859,571038,388463,1636360
2021-05-06,čtvrtek,667556,540890,393024,1601470
2021-05-07,pátek,604675,500513,409839,1515027
2021-05-08,sobota,339411,285519,414333,1039263
2021-05-09,neděle,338430,274036,204390,816856
2021-05-10,pondělí,761141,595191,210646,1566978
2021-05-11,úterý,734186,592632,179082,1505900
2021-05-12,středa,703494,568092,490187,1761773
2021-05-13,čtvrtek,686922,560793,512035,1759750
2021-05-14,pátek,677983,540220,524519,1742722
2021-05-15,sobota,380571,297596,506562,1184729
2021-05-16,neděle,367093,296316,478382,1141791
2021-05-17,pondělí,735582,618187,279538,1633307
2021-05-18,úterý,760935,626931,238660,1626526
2021-05-19,středa,792663,640499,550689,1983851
2021-05-20,čtvrtek,770723,655933,562236,1988892
2021-05-21,pátek,710914,607637,570472,1889023
2021-05-22,sobota,396332,327967,566417,1290716
2021-05-23,neděle,385362,320250,518912,1224524
2021-05-24,pondělí,815163,670904,240089,1726156
2021-05-25,úterý,778927,670869,248024,1697820
2021-05-26,středa,778312,678592,593849,2050753
2021-05-27,čtvrtek,800459,671850,623069,2095378
2021-05-28,pátek,744473,629994,653434,2027901
2021-05-29,sobota,407582,339296,625566,1372444
2021-05-30,neděle,400230,335925,594438,1330593
2021-05-31,pondělí,795596,695132,332970,1823698
2021-06-01,úterý,846660,716912,254467,1818039
2021-06-02,středa,840027,725314,679582,2244923
2021-06-03,čtvrtek,808321,699876,694517,2202714
2021-06-04,pátek,739727,654882,703263,2097872
2021-06-05,sobota,423330,362657,683662,1469649
2021-06-06,neděle,420014,358456,622801,1401271
2021-06-07,pondělí,809025,680210,325558,1814793
2021-06-08,úterý,874389,704351,275444,1854184
2021-06-09,středa,851703,706726,699258,2257687
2021-06-10,čtvrtek,869436,707819,727921,2305176
2021-06-11,pátek,777230,644930,742471,2164631
2021-06-12,sobota,437195,353910,733898,1525003
2021-06-13,neděle,434718,353363,690654,1478735
2021-06-14,pondělí,830583,723787,366117,1920487
2021-06-15,úterý,864407,727701,276898,1869006
2021-06-16,středa,849115,743474,742943,2335532
2021-06-17,čtvrtek,819031,694065,773408,2286504
2021-06-18,pátek,737682,649885,781848,2169415
2021-06-19,sobota,432204,371737,751282,1555223
2021-06-20,neděle,424558,363851,683796,1472205
2021-06-21,pondělí,784493,664327,341309,1790129
2021-06-22,úterý,804590,681142,316906,1802638
2021-06-23,středa,870690,702680,767534,2340904
2021-06-24,čtvrtek,851544,699217,809457,2360218
2021-06-25,pátek,771874,618541,804595,2195010
2021-06-26,sobota,435345,351340,794136,1580821
2021-06-27,neděle,425772,349609,731495,1506876
2021-06-28,pondělí,829732,700618,390418,1920768
2021-06-29,úterý,877633,692472,335940,1906045
2021-06-30,středa,917199,705885,739421,2362505
2021-07-01,čtvrtek,754795,592102,798160,2145057
2021-07-02,pátek,658034,504737,763890,1926661
2021-07-03,sobota,384945,301972,708508,1395425
2021-07-04,neděle,329017,252369,629155,1210541
2021-07-05,pondělí,329017,252369,320730,902116
2021-07-06,úterý,377398,296051,267692,941141
2021-07-07,středa,710961,519066,290459,1520486
2021-07-08,čtvrtek,669850,509287,630277,1809414
2021-07-09,pátek,642538,478815,661101,1782454
2021-07-10,sobota,369850,290130,635284,1295264
2021-07-11,neděle,362453,284327,587250,1234030
2021-07-12,pondělí,734862,549350,303961,1588173
2021-07-13,úterý,694962,559877,289838,1544677
2021-07-14,středa,729990,549187,669148,1948325
2021-07-15,čtvrtek,727708,550699,709314,1987721
2021-07-16,pátek,656652,502463,707519,1866634
2021-07-17,sobota,364995,279939,684440,1329374
2021-07-18,neděle,363854,275350,625946,1265150
2021-07-19,pondělí,684725,555962,354804,1595491
2021-07-20,úterý,701023,568850,316820,1586693
2021-07-21,středa,696257,582860,668353,1947470
2021-07-22,čtvrtek,681578,552562,687143,1921283
2021-07-23,pátek,626724,505104,706910,1838738
2021-07-24,sobota,350512,291430,674874,1316816
2021-07-25,neděle,348129,284425,610330,1242884
2021-07-26,pondělí,647386,543010,341377,1531773
2021-07-27,úterý,681888,552056,281655,1515599
2021-07-28,středa,679833,552003,654356,1886192
2021-07-29,čtvrtek,694094,554710,646581,1895385
2021-07-30,pátek,641730,502359,678959,1823048
2021-07-31,sobota,347047,277355,657148,1281550
2021-08-01,neděle,340944,276028,594479,1211451
2021-08-02,pondělí,637318,545628,326233,1509179
2021-08-03,úterý,677797,554396,289690,1521883
2021-08-04,středa,685800,556374,634008,1876182
2021-08-05,čtvrtek,643895,528725,667935,1840555
2021-08-06,pátek,635770,499735,705210,1840715
2021-08-07,sobota,342900,278187,669555,1290642
2021-08-08,neděle,338899,277198,602361,1218458
2021-08-09,pondělí,656755,553420,335802,1545977
2021-08-10,úterý,658067,581748,304631,1544446
2021-08-11,středa,680456,585791,635771,1902018
2021-08-12,čtvrtek,664373,552398,660788,1877559
2021-08-13,pátek,608411,517111,675590,1801112
2021-08-14,sobota,340228,292896,648851,1281975
2021-08-15,neděle,332187,290874,606752,1229813
2021-08-16,pondělí,683842,533819,360475,1578136
2021-08-17,úterý,752377,556191,336703,1645271
2021-08-18,středa,712290,579380,676232,1967902
2021-08-19,čtvrtek,727541,548631,690307,1966479
2021-08-20,pátek,665883,497898,706670,1870451
2021-08-21,sobota,376189,289690,686240,1352119
2021-08-22,neděle,363771,278096,604685,1246552
2021-08-23,pondělí,687629,565897,335261,1588787
2021-08-24,úterý,711264,567671,328713,1607648
2021-08-25,středa,758926,609923,695733,2064582
2021-08-26,čtvrtek,714868,575390,728991,2019249
2021-08-27,pátek,663928,544099,730710,1938737
2021-08-28,sobota,379463,304962,709989,1394414
2021-08-29,neděle,357434,283836,656167,1297437
2021-08-30,pondělí,782596,620876,352857,1756329
2021-08-31,úterý,758882,622385,318204,1699471
2021-09-01,středa,907024,736651,738956,2382631
2021-09-02,čtvrtek,903830,735057,818495,2457382
2021-09-03,pátek,828889,678048,833095,2340032
2021-09-04,sobota,453512,368326,815528,1637366
2021-09-05,neděle,451915,367529,743706,1563150
2021-09-06,pondělí,836181,726226,376079,1938486
2021-09-07,úterý,912080,730132,335734,1977946
2021-09-08,středa,948135,736862,790467,2475464
2021-09-09,čtvrtek,861525,726241,809134,2396900
2021-09-10,pátek,811661,675844,813055,2300560
2021-09-11,sobota,474068,368431,764772,1607271
2021-09-12,neděle,456040,365066,714586,1535692
2021-09-13,pondělí,882207,737418,363662,1983287
2021-09-14,úterý,863122,748694,329726,1941542
2021-09-15,středa,950434,754073,767233,2471740
2021-09-16,čtvrtek,909273,714301,784361,2407935
2021-09-17,pátek,834603,696291,790287,2321181
2021-09-18,sobota,475217,377037,764291,1616545
2021-09-19,neděle,454637,374347,717605,1546589
2021-09-20,pondělí,944534,739027,360952,2044513
2021-09-21,úterý,976139,730624,324766,2031529
2021-09-22,středa,991520,766976,729923,2488419
2021-09-23,čtvrtek,944231,767018,739858,2451107
2021-09-24,pátek,864943,689262,748972,2303177
2021-09-25,sobota,495760,383509,736582,1615851
2021-09-26,neděle,488070,383488,660269,1531827
2021-09-27,pondělí,724330,580376,291719,1596425
2021-09-28,úterý,495760,383509,287129,1166398
2021-09-29,středa,1067291,781816,260263,2109370
2021-09-30,čtvrtek,1006767,791009,748494,2546270
2021-10-01,pátek,928355,741228,771781,2441364
2021-10-02,sobota,533646,395505,743959,1673110
2021-10-03,neděle,503384,390908,704892,1599184
2021-10-04,pondělí,1005738,798381,344781,2148900
2021-10-05,úterý,986248,805956,311963,2104167
2021-10-06,středa,1042811,825935,672540,2541286
2021-10-07,čtvrtek,1010041,794789,684609,2489439
2021-10-08,pátek,962457,778441,697732,2438630
2021-10-09,sobota,521406,412968,673786,1608160
2021-10-10,neděle,505021,402978,614186,1522185
2021-10-11,pondělí,968516,793385,277009,2038910
2021-10-12,úterý,985187,795524,262460,2043171
2021-10-13,středa,1017790,792631,593914,2404335
2021-10-14,čtvrtek,1003016,808691,591252,2402959
2021-10-15,pátek,955080,746267,532965,2234312
2021-10-16,sobota,508895,404346,504801,1418042
2021-10-17,neděle,501508,397762,463853,1363123
2021-10-18,pondělí,968153,787209,227613,1982975
2021-10-19,úterý,953398,794901,213877,1962176
2021-10-20,středa,1036349,827626,483236,2347211
2021-10-21,čtvrtek,1012377,775337,479946,2267660
2021-10-22,pátek,936394,738183,510567,2185144
2021-10-23,sobota,518175,413813,396126,1328114
2021-10-24,neděle,506189,397451,370047,1273687
2021-10-25,pondělí,886103,726809,190582,1803494
2021-10-26,úterý,914963,743495,180002,1838460
2021-10-27,středa,928318,690188,385552,2004058
2021-10-28,čtvrtek,464159,390094,382227,1236480
2021-10-29,pátek,712776,630783,167696,1511255
2021-10-30,sobota,457482,416748,346780,1221010
2021-10-31,neděle,464159,408405,331390,1203954
2021-11-01,pondělí,906464,782326,179300,1868090
2021-11-02,úterý,986964,797260,131495,1915719
2021-11-03,středa,975522,808979,399011,2183512
2021-11-04,čtvrtek,973749,775322,380863,2129934
2021-11-05,pátek,885024,737577,394504,2017105
2021-11-06,sobota,493482,404490,391147,1289119
2021-11-07,neděle,487761,398630,377373,1263764
2021-11-08,pondělí,949038,773003,189704,1911745
2021-11-09,úterý,967201,779960,143350,1890511
2021-11-10,středa,1039764,796920,403858,2240542
2021-11-11,čtvrtek,1031709,775248,402392,2209349
2021-11-12,pátek,840759,719396,415351,1975506
2021-11-13,sobota,519882,398460,407546,1325888
2021-11-14,neděle,515855,389980,397425,1303260
2021-11-15,pondělí,990343,763072,213075,1966490
2021-11-16,úterý,963811,760051,156993,1880855
2021-11-17,středa,495172,381536,378798,1255506
2021-11-18,čtvrtek,902421,733177,237776,1873374
2021-11-19,pátek,823699,678292,454906,1956897
2021-11-20,sobota,495172,381536,439146,1315854
2021-11-21,neděle,481906,380026,426969,1288901
2021-11-22,pondělí,922657,745363,224539,1892559
2021-11-23,úterý,941875,757229,171357,1870461
2021-11-24,středa,958474,749565,456920,2164959
2021-11-25,čtvrtek,963217,740877,460232,2164326
2021-11-26,pátek,875609,689836,495788,2061233
2021-11-27,sobota,481609,378615,478230,1338454
2021-11-28,neděle,479237,374783,460135,1314155
2021-11-29,pondělí,921233,728742,229034,1879009
2021-11-30,úterý,918432,715222,194643,1828297
2021-12-01,středa,921628,725184,522333,2169145
2021-12-02,čtvrtek,934575,711675,520311,2166561
2021-12-03,pátek,849220,690687,532477,2072384
2021-12-04,sobota,467288,364371,617963,1449622
2021-12-05,neděle,460814,362592,596438,1419844
2021-12-06,pondělí,943856,738201,345447,2027504
2021-12-07,úterý,926907,738416,282687,1948010
2021-12-08,středa,979210,754374,645184,2378768
2021-12-09,čtvrtek,916413,747379,665597,2329389
2021-12-10,pátek,857940,721066,658158,2237164
2021-12-11,sobota,489605,377187,656429,1523221
2021-12-12,neděle,471928,373690,636848,1482466
2021-12-13,pondělí,990270,754644,352676,2097590
2021-12-14,úterý,986428,758397,286906,2031731
2021-12-15,středa,1012435,776550,659770,2448755
2021-12-16,čtvrtek,1019036,762520,666411,2447967
2021-12-17,pátek,975856,735184,686568,2397608
2021-12-18,sobota,509518,388275,683546,1581339
2021-12-19,neděle,506218,381260,602588,1490066
2021-12-20,pondělí,962223,744390,297870,2004483
2021-12-21,úterý,996519,695978,251587,1944084
2021-12-22,středa,933825,653738,538459,2126022
2021-12-23,čtvrtek,663047,456474,494372,1613893
2021-12-24,pátek,498260,372195,388865,1259320
2021-12-25,sobota,466913,326869,134551,928333
2021-12-26,neděle,481112,347989,114702,943803
2021-12-27,pondělí,531493,386352,153825,1071670
2021-12-28,úterý,549957,405628,168375,1123960
2021-12-29,středa,559932,418271,295143,1273346
2021-12-30,čtvrtek,557592,415495,300294,1273381
2021-12-31,pátek,468959,338590,306252,1113801
2022-01-01,sobota,255795,154065,219877,629737
2022-01-02,neděle,340261,251383,105696,697340
2022-01-03,pondělí,838130,670975,155315,1664420
2022-01-04,úterý,838522,672062,146247,1656831
2022-01-05,středa,867758,700671,427378,1995807
2022-01-06,čtvrtek,885326,694319,422548,2002193
2022-01-07,pátek,827352,650447,440096,1917895
2022-01-08,sobota,388986,288404,420542,1097932
2022-01-09,neděle,341307,258618,403064,1002989
2022-01-10,pondělí,871216,685351,185927,1742494
2022-01-11,úterý,856924,682469,168333,1707726
2022-01-12,středa,874267,697489,452108,2023864
2022-01-13,čtvrtek,886408,677427,443317,2007152
2022-01-14,pátek,825380,644743,460165,1930288
2022-01-15,sobota,409327,306911,446509,1162747
2022-01-16,neděle,328012,253468,420819,1002299
2022-01-17,pondělí,797371,660617,197654,1655642
2022-01-18,úterý,804501,651426,170294,1626221
2022-01-19,středa,768046,636729,456722,1861497
2022-01-20,čtvrtek,769953,630995,461177,1862125
2022-01-21,pátek,706609,581614,478338,1766561
2022-01-22,sobota,385139,293801,465152,1144092
2022-01-23,neděle,328844,252829,435674,1017347
2022-01-24,pondělí,779294,625953,190897,1596144
2022-01-25,úterý,795651,630352,181646,1607649
2022-01-26,středa,776363,632727,470102,1879192
2022-01-27,čtvrtek,777913,617229,465551,1860693
2022-01-28,pátek,677058,563643,484822,1725523
2022-01-29,sobota,371083,275640,466908,1113631
2022-01-30,neděle,322153,230602,421721,974476
2022-01-31,pondělí,777882,644538,191628,1614048
2022-02-01,úterý,810448,638840,202134,1651422
2022-02-02,středa,870378,649657,474852,1994887
2022-02-03,čtvrtek,787042,630949,472085,1890076
2022-02-04,pátek,696637,524157,482207,1703001
2022-02-05,sobota,422400,301060,478342,1201802
2022-02-06,neděle,339442,252045,443251,1034738
2022-02-07,pondělí,853345,671736,192108,1717189
2022-02-08,úterý,871663,690515,185517,1747695
2022-02-09,středa,885857,704290,514772,2104919
2022-02-10,čtvrtek,880904,709085,499800,2089789
2022-02-11,pátek,799234,654911,505693,1959838
2022-02-12,sobota,465423,340279,479974,1285676
2022-02-13,neděle,440659,316778,450833,1208270
2022-02-14,pondělí,956834,762515,197286,1916635
2022-02-15,úterý,957013,723632,184573,1865218
2022-02-16,středa,958977,753816,475785,2188578
2022-02-17,čtvrtek,917109,689899,471339,2078347
2022-02-18,pátek,900199,687193,484999,2072391
2022-02-19,sobota,493701,342428,471054,1307183
2022-02-20,neděle,406528,296488,443626,1146642
2022-02-21,pondělí,968378,748707,233128,1950213
2022-02-22,úterý,1032764,765116,185348,1983228
2022-02-23,středa,1023661,773410,451033,2248104
2022-02-24,čtvrtek,1022629,761505,453643,2237777
2022-02-25,pátek,874939,710711,464351,2050001
2022-02-26,sobota,492559,334530,441767,1268856
2022-02-27,neděle,471777,313990,416952,1202719
2022-02-28,pondělí,1012210,784602,200724,1997536
2022-03-01,úterý,1055759,804301,202645,2062705
2022-03-02,středa,1057975,808856,374491,2241322
2022-03-03,čtvrtek,1036491,788467,360525,2185483
2022-03-04,pátek,928198,726440,369317,2023955
2022-03-05,sobota,497901,354290,357484,1209675
2022-03-06,neděle,450689,325520,339167,1115376
2022-03-07,pondělí,952534,715560,181447,1849541
2022-03-08,úterý,1003491,745602,160437,1909530
2022-03-09,středa,1017163,755384,373127,2145674
2022-03-10,čtvrtek,984304,748696,368768,2101768
2022-03-11,pátek,916377,686301,379379,1982057
2022-03-12,sobota,517819,389849,364267,1271935
2022-03-13,neděle,505477,360146,356471,1222094
2022-03-14,pondělí,1014191,748489,174103,1936783
2022-03-15,úterý,997420,736329,153347,1887096
2022-03-16,středa,1029440,753457,384391,2167288
2022-03-17,čtvrtek,997420,745909,377188,2120517
2022-03-18,pátek,939843,700272,385464,2025579
2022-03-19,sobota,564660,398006,378733,1341399
2022-03-20,neděle,518775,368913,359239,1246927
2022-03-21,pondělí,1042534,840796,182317,2065647
2022-03-22,úterý,1073398,851941,149645,2074984
2022-03-23,středa,1134614,875063,394526,2404203
2022-03-24,čtvrtek,1085254,846277,387925,2319456
2022-03-25,pátek,1020174,791112,405967,2217253
2022-03-26,sobota,627760,442946,403229,1473935
2022-03-27,neděle,550109,386970,389340,1326419
2022-03-28,pondělí,1093920,838526,188532,2120978
2022-03-29,úterý,1066156,844518,177880,2088554
2022-03-30,středa,1055131,843531,411509,2310171
2022-03-31,čtvrtek,1056817,827673,430338,2314828
2022-04-01,pátek,950914,774322,444124,2169360
2022-04-02,sobota,545212,386132,426356,1357700
2022-04-03,neděle,482086,344765,174103,1000954
2022-04-04,pondělí,1004143,851628,169362,2025133
2022-04-05,úterý,1096762,828370,169252,2094384
2022-04-06,středa,1121905,877637,135507,2135049
2022-04-07,čtvrtek,1111542,848841,411203,2371586
2022-04-08,pátek,1017237,793561,421227,2232025
2022-04-09,sobota,558569,403665,417392,1379626
2022-04-10,neděle,511142,372156,406698,1289996
2022-04-11,pondělí,1160983,866403,205747,2233133
2022-04-12,úterý,1153350,890347,210144,2253841
2022-04-13,středa,1201230,883380,454412,2539022
2022-04-14,čtvrtek,1011302,739959,462281,2213542
2022-04-15,pátek,589017,435217,480414,1504648
2022-04-16,sobota,563671,375459,466562,1405692
2022-04-17,neděle,566457,365015,435245,1366717
2022-04-18,pondělí,422346,287735,211238,921319
2022-04-19,úterý,1031213,831017,201649,2063879
2022-04-20,středa,1099359,892165,469589,2461113
2022-04-21,čtvrtek,1120443,875267,489438,2485148
2022-04-22,pátek,1070446,812960,504934,2388340
2022-04-23,sobota,686317,478944,489186,1654447
2022-04-24,neděle,449493,315143,465126,1229762
2022-04-25,pondělí,1009977,842922,256952,2109851
2022-04-26,úterý,1086742,877416,220504,2184662
2022-04-27,středa,1124336,892874,500330,2517540
2022-04-28,čtvrtek,1119325,899052,509789,2528166
2022-04-29,pátek,1038875,826547,532738,2398160
2022-04-30,sobota,665527,461827,510590,1637944
2022-05-01,neděle,581654,379985,487787,1449426
2022-05-02,pondělí,1121580,868676,229670,2219926
2022-05-03,úterý,1174715,873364,176569,2224648
2022-05-04,středa,1160276,885976,533221,2579473
2022-05-05,čtvrtek,1091837,862022,542242,2496101
2022-05-06,pátek,1015532,815177,547448,2378157
2022-05-07,sobota,632058,455593,535105,1622756
2022-05-08,neděle,539075,364893,498484,1402452
2022-05-09,pondělí,1088932,862840,240790,2192562
2022-05-10,úterý,1104081,880940,272380,2257401
2022-05-11,středa,1184730,888529,608856,2682115
2022-05-12,čtvrtek,1142301,866686,615437,2624424
2022-05-13,pátek,1050606,819087,592519,2462212
2022-05-14,sobota,708339,469609,601120,1779068
2022-05-15,neděle,613741,428693,566130,1608564
2022-05-16,pondělí,1148083,881323,312652,2342058
2022-05-17,úterý,1116099,859133,268957,2244189
2022-05-18,středa,1173782,889945,606566,2670293
2022-05-19,čtvrtek,1150987,869764,620670,2641421
2022-05-20,pátek,1028666,784342,641163,2454171
2022-05-21,sobota,694837,441251,634287,1770375
2022-05-22,neděle,617834,392819,596183,1606836
2022-05-23,pondělí,1078439,847349,321481,2247269
2022-05-24,úterý,1104164,840828,272383,2217375
2022-05-25,středa,1209584,875739,667675,2752998
2022-05-26,čtvrtek,1167047,855952,675413,2698412
2022-05-27,pátek,1037288,754017,686072,2477377
2022-05-28,sobota,688083,417194,673390,1778667
2022-05-29,neděle,501382,349167,638558,1489107
2022-05-30,pondělí,1053791,849025,324878,2227694
2022-05-31,úterý,1105520,862634,285426,2253580
2022-06-01,středa,1159080,889266,679109,2727455
2022-06-02,čtvrtek,1090212,859933,712893,2663038
2022-06-03,pátek,1027479,763682,728789,2519950
2022-06-04,sobota,625731,427714,716373,1769818
2022-06-05,neděle,592216,410975,676431,1679622
2022-06-06,pondělí,1144851,869323,340947,2355121
2022-06-07,úterý,1091735,822648,302060,2216443
2022-06-08,středa,1187456,879277,719612,2786345
2022-06-09,čtvrtek,1157840,839659,739705,2737204
2022-06-10,pátek,1129656,806591,744132,2680379
2022-06-11,sobota,694344,444876,741826,1881046
2022-06-12,neděle,569425,394559,692498,1656482
2022-06-13,pondělí,1041780,816887,355458,2214125
2022-06-14,úterý,1089615,865870,311319,2266804
2022-06-15,středa,1162801,873664,735037,2771502
2022-06-16,čtvrtek,1093909,838632,767270,2699811
2022-06-17,pátek,1026375,780095,785605,2592075
2022-06-18,sobota,550162,430998,771446,1752606
2022-06-19,neděle,456100,360784,710365,1527249
2022-06-20,pondělí,1004354,812455,370948,2187757
2022-06-21,úterý,1148763,864106,334245,2347114
2022-06-22,středa,1151164,883514,757903,2792581
2022-06-23,čtvrtek,1073183,848987,762769,2684939
2022-06-24,pátek,939735,731065,794234,2465034
2022-06-25,sobota,507949,358051,787657,1653657
2022-06-26,neděle,754727,394658,712429,1861814
2022-06-27,pondělí,1022810,805487,384181,2212478
2022-06-28,úterý,1075128,837644,347589,2260361
2022-06-29,středa,1053870,818908,770791,2643569
2022-06-30,čtvrtek,1059757,842331,786416,2688504
2022-07-01,pátek,786008,600843,792332,2179183
2022-07-02,sobota,522057,369976,701251,1593284
2022-07-03,neděle,458383,323838,611450,1393671
2022-07-04,pondělí,711760,534850,342061,1588671
2022-07-05,úterý,485144,356371,303289,1144804
2022-07-06,středa,494734,350130,302496,1147360
2022-07-07,čtvrtek,769425,561934,316340,1647699
2022-07-08,pátek,715630,543557,593484,1852671
2022-07-09,sobota,469241,340616,571737,1381594
2022-07-10,neděle,460646,323698,537595,1321939
2022-07-11,pondělí,903086,666248,336510,1905844
2022-07-12,úterý,948434,661567,288201,1898202
2022-07-13,středa,924228,662307,643983,2230518
2022-07-14,čtvrtek,888867,629419,667383,2185669
2022-07-15,pátek,838640,600853,678079,2117572
2022-07-16,sobota,546925,362347,690936,1600208
2022-07-17,neděle,471281,338820,645757,1455858
2022-07-18,pondělí,895719,647925,361783,1905427
2022-07-19,úterý,884036,632535,343315,1859886
2022-07-20,středa,823660,619677,661275,2104612
2022-07-21,čtvrtek,844025,598865,677964,2120854
